restaurant_code,reviewer_name,reviewer_avg_score,reviewer_rv_cnt,reviewer_follower_cnt,reviewer_score,taste_level,price_level,service_level,review_content,review_menu,keywords
52,서나라구,4.5,233,4,5점,1,2,1,"매장은 크고 좋아보이나 손님 반겨주지도 않고 콩나물도 상해있더라구요
쌈야채는 신선했어요",낙지쌈밥(2인이상),"아이동반,다이어트식단,아침식사,점심식사,저녁식사,식사모임,술모임,차모임,데이트,가족외식,간식,숨은맛집,서민적인,캐주얼한,가성비좋은,푸짐한,조용한,지역주민이찾는,대형룸"
52,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,여러가지 반찬들부터 많은 종류의 쌈채소까지 엄청 깔끔하고 맛있었어요!! 자주 갈 것 같아요오,제육쌈밥(2인이상),"점심식사,저녁식사,데이트,가족외식,숨은맛집,푸짐한,깔끔한"
52,먼지님,4.5,532,47,4점,1,1,2,"맛이 그냥그냥 그러네요
콩나물이 쉬었어요
콩비지는 먹을만했어요","낙지쌈밥(2인이상),오징어쌈밥(2인이상)","점심식사,조용한,주차불가"
52,MinChae Kang,5.0,1,0,5점,,,,,,
53,먼지님,4.5,532,47,5점,2,2,2,생일이라고 동생들이 밥 사줬는데 너무 만족하면서 잘먹었어요,매생이연포탕,"술모임,푸짐한"
54,먼지님,4.5,532,47,5점,2,2,2,"동네 붕어빵 맛집입니다
오며가며 자주 사먹어요
사장님 친절하시고 좋으십니다",붕어빵,"간식,서민적인"
55,anne33,4.4,236,2,5점,2,1,1,직원들이 한국어 조금 할줄 아는 중국인들인듯? 그래도 주문에 어려움은 없었고 맛있음,[주문폭발]셀프마라탕(중(2~3인)900g),"점심식사,저녁식사,혼밥,서민적인,캐주얼한,무료주차"
55,woodz,5.0,120,1,5점,2,1,1,처음 시켜먹어보는 곳이었는데 마라향이 강하지 않아서 좋았어요 :) 꿔바로우도 잘 먹었습니다.,"마라샹궈(100g)당,꿔바로우(소)",배달
56,먼지님,4.5,532,47,5점,2,2,2,"새로.생겨서 가봤어요
가성비좋쿠 맛나네요
동생들이랑 잼나게 잘먹고.왔어요","연어구이,새우","술모임,고급스러운,주차불가"
57,먼지님,4.5,532,47,3.5점,1,1,2,"아들이랑 간만에 가서 먹었어요
약간 고기냄새나서 그냥그랬어요",뼈해장국,"아침식사,시끌벅적한"
57,아녜스,3.9,315,1,3점,1,2,2,국물이 고소하고 맛있어요 고기가 부드러워요 순대는 그냥그래요,큰맘순대국,"저녁식사,서민적인,시끌벅적한"
58,먼지님,4.5,532,47,5점,2,1,1,"동네 지나가다가 새로 생겨서 가봤어요 초밥도 먹고싶어서… 맛있어요
근데 고기초밥은 냄새나드라구요","모듬초밥11PS,오늘의오마카세12PS","배달,조용한,주차불가"
58,서나라구,4.5,233,4,4점,2,2,1,"가성비대비 맛있어요
24시치곤 퀄리티무난하고
셀프계산점이라 어르신들은 불편할듯하지만
언제든지 이용할수있어 유용할듯합니다","모듬초밥11PS,오늘의오마카세12PS","실버푸드,아침식사,저녁식사,혼밥,데이트,기념일,배달,간식,숨은맛집,서민적인,캐주얼한,가성비좋은,고급스러운,조용한,깔끔한,지역주민이찾는"
58,이다별,3.8,427,5,4점,2,2,2,후토마끼 너무커요 ㅠㅠㅋㅋ 초밥구성도 좋고 맛있어여 가성비 좋아서 가끔씩 찾을거같아요 ㅎㅎ,"오늘의오마카세12PS,후토마끼","혼밥,지역주민이찾는"
59,혜오리,4.9,87,0,5점,2,2,2,"배달로 시켜먹었는데 맛있게 잘 먹었어요.
치킨은 완전 바삭 바삭한건 아니에요. 저는 양념이 일반보다는 훨씬 맛있었어요. 근데 저는 호치킨에서 호차오 치킨이 제일 맛있는 것 같아요. 호치킨에서 뭐 시켜드신다하면 호차오치킨을 추천해요. 비빔우동은 그냥 쫄면맛입니다. 매콤비빔우동이라 너무 매우면 어쩌나 고민하시는 분도 있을 것 같아요. 다행히 매워서 못먹을 정도 아니에요. 하지만 맵찔이는 추천안해요. 신라면보다는 약간 더 매운 느낌이었아요. 개인적으로 양념이 우동면보다는 일반소면이랑 어울리는 것 같아 아쉬웠어요.. 그래도 우동면이 아주 탱글해서 맛나긴했어요.","매콤비빔우동,반반치킨","배달,지역주민이찾는,주차불가"
59,우리의나날,4.5,420,2,4점,2,1,2,"치맥이 당겨서 방문했어요. 크리스피 간장 반반치킨 먹었는데 간장이 특히 맛있었어요.
닭이 작아서 조금 아쉽긴해요",반반치킨,"데이트,캐주얼한"
59,건들면물어요,4.6,175,0,5점,2,1,2,호치킨의맛도리는 로제떡볶이입니다.. 떡이 면처럼 길고... 마싯쯈...,"로제떡볶이,간장치킨","저녁식사,술모임,회식,서민적인,캐주얼한"
59,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,가성비맛집!! 갓튀겨 나와서 너무너무 맛있어요 사장님도 왕 친절하십니다!!,반반치킨,"저녁식사,술모임,데이트,가족외식,숨은맛집,서민적인,시끌벅적한"
60,다이닝서울,3.7,23,0,4점,2,1,1,다이어트식인가 싶을정도로 양이 많아 든든해서 좋았어요! 고기양도 많고 사우젼드레싱에 먹으니 맛있었습니다.,비프 스테이크 포케,"혼밥,다이어트식단,서민적인,캐주얼한"
60,건들면물어요,4.6,175,0,4점,2,0,2,친절하세요~ 포케도맛있고 샐러드도 맛있음.. 비싸긴하지만 요즘엔 다 비싸니까옹,오리훈제 샐러드,"다이어트식단,저녁식사,혼밥,서민적인,캐주얼한,조용한"
61,먼지님,4.5,532,47,5점,2,2,2,"아주 맛집이네요 지인이랑 자주 갑니다
동네 맛집 찾았어요 ㅋ",명란구이,"술모임,이국적/이색적"
62,aa주야aa,5.0,90,0,5점,2,2,2,"양은이네 세트를 3명이서 먹었는데
정말 배부르게 먹었어요~
정말 최고에요
동태탕에 고니와 알이 엄청많이 들었어요
강추!!!",양은이네 세트,"아이동반,아침식사,점심식사,저녁식사,식사모임,술모임,회식,접대,가족외식,혼술,혼밥,서민적인,고급스러운,격식있는,가성비좋은,푸짐한,시끌벅적한,깔끔한,예쁜,무료주차"
62,먼지님,4.5,532,47,5점,2,2,2,"우리동네 새로 오픈한곳인데 지인이 맛나다고해서 가봤어요
맛나게 잘먹고 왔어요",양은이네 세트,"저녁식사,술모임,시끌벅적한,주차불가"
62,행운24,5.0,88,0,4.5점,2,2,2,"동태탕맛잇구요~~
오징어 보쌈끝내주네요
냉면까지 셋트가격이 가성비굿이네요",양은이네 세트,"저녁식사,회식,시끌벅적한,서민적인,무료주차"
63,이공,4.3,384,1,3.5점,2,2,2,"음식양이 많은 편이라 두 명이서 메인 음식, 사이드 음식 하나로 시켜 드셔도 충분할 것 같아요.",해물 볶음밥,"아침식사,점심식사,푸짐한,지역주민이찾는"
64,냥이냥냐냥,3.7,243,5,5점,2,2,2,안에 좌석은 2개 정도 있었고 주문하면 바로 만들어줘요. 정말 맛있어용,"경성꽈배기 3개,팥도넛츠,감자고로케","간식,서민적인,지역주민이찾는"
64,쁘뚠,4.1,43,3,4점,2,2,1,"신대방 성대시장에 위치 한 꽈배기 집. 시장에 있는 꽈배기집이지만 체인점인 것 같다. 매장앞으로 긴 줄이 있는 것 만으로도 인기를 실감하는 곳, 재료시 마감된다고 한다. 그냥 간식겸 먹었는데 쫀득한 식감이고 팥 도너츠도 쫀득하다. 간식으로 종종 사먹으로 갈 곳!","찹쌀꽈배기,팥도너츠","간식,이국적/이색적"
65,먼지님,4.5,532,47,5점,2,2,2,"날씨 꾸리꾸리한날 동생들하고 전집가서
먹었어요 아주 맛나게 먹고왔어요",모둠전,"술모임,서민적인"
66,"다코미식가
ej",4.1,699,50,5점,2,1,2,오오 이런 신선한 조화라니요! 넘 좋았습니다. 시래기와 불고기의 만남!! 그것도 신선로에 말이죠. 불고기만 먹음 살짝 느낄 수도 있을텐데 시래기와의 조화 넘 좋았습니다. 벽면에 이런 문구가 씌여져 있었습니다. '하늘과 바람과 별과 시래기' 넘 와닿았어요. 진심으로요. ㅎㅎㅎ 저는 시래기 불고기 2인분을 먹곤 왠지 아쉬워서 밥을 하나 시켜서 죽을 만들어 먹었는데 이것 또한 별미더라고요(원래는 볶음밥이 되냐고 여쭤봤으나 안된다고 하여 죽으로 바로 변경!!). 마지막 밥까지 싹싹 긁어먹고 나오니 어찌나 든든하던지요. 동네주민들의 단골 식당인듯한데 저도 거리만 가까우면 또 가보고싶을 정도로 기억에 남는 맛이었어요. 불고기 찍어먹으라고 주시는 레몬소스도 짱!!,시래기불고기,"점심식사,저녁식사,식사모임,술모임,가족외식,깔끔한,지역주민이찾는"
66,오리형아,4.4,37,1,5점,2,2,2,"깔끔하고 맛있네요
다른메뉴도 시켜서 먹어보고 와야겠어요","막국수,소고기보신탕","점심식사,캐주얼한,가성비좋은,지역주민이 찾는,무료주차"
66,가즈아,3.6,449,13,4점,2,1,2,건강한 식재료와 함께 먹는 불고기라 맛있지만 가격이 비싼편인듯.,시래불고기,"가족외식,지역주민이찾는,무료주차"
66,meraki,4.1,246,4,3점,1,1,2,기대한것보다는 쏘쏘. 그래도 건강식 같아서 나쁘지는 않음,"시래불고기,봉평메밀막국수 (물/비빔)","점심식사,서민적인"
66,잉치킨,4.3,212,3,4점,2,2,2,"대체적으로 맛이 좋아요.
시래기정식이라고 국도 시래기국이네요 ㅋㅋ",시래기정식,"점심식사,서민적인"
67,우리의나날,4.5,420,2,5점,2,2,2,토요일 점심 방문. 하와이안피자 별로 안 좋나하는데 맛있었고 도우가 쫄깃해서 빵까지 다 먹었어요! 재방문의사 있어요!,"하와이안 SLICE,쉬림프 피자 SLICE","점심식사,데이트,가성비좋은,무료주차"
67,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,페퍼로니랑 갈릭디핑 쉬림프 하프앤 하프 주문했는데.. 정말 갓 나온 피자 너무 따끈따끈 맛있어요 ㅜㅜㅜ 버팔로윙도 대 추천!!,"감자튀김,버팔로윙,레귤러 하프앤하프,테라 생맥주 (400ml)","점심식사,저녁식사,데이트,기념일,가족외식,숨은맛집,푸짐한,예쁜,깔끔한"
67,대방94,4.5,70,1,5점,2,2,2,기대이상으로 맛있어요 ! 도우도 쫀득하고 토핑도 실하고,"하와이안 SLICE,쉬림프 피자 SLICE","점심식사,저녁식사,데이트,숨은맛집,캐주얼한,깔끔한,지역주민이찾는"
68,먼지님,4.5,532,47,4.5점,2,1,2,"우연히 가봤는데 맛이.있었어요
분위기 좋쿠.맛도 좋았어요",하와이안 피자 한판,"술모임,숨은맛집"
69,코코미미언니,4.1,400,19,3.5점,2,1,1,"이근처 한의원갔다가 마침 저녁때라 저녁먹으러 들어간집.
오랜만에 생선구이가 먹고싶었다. 고등어구이와 솥밥이 한세트. 고등어는 뱃살 흰부분을 좋아하는데 흰부분이 별로 없다.  소금간 좋아하는데 간장 찍먹스타일이고 반찬들은 다소 간이 쎄다.  솥밥도 누룽지가 잘 눌지 않았다 . 여러모로 만족스럽진 않은 식사였다.",고등어구이,"저녁식사,혼밥,서민적인,푸짐한"
69,잉치킨,4.3,212,3,3점,1,2,1,"백반이 생기고 가게이름이 바뀌었길래 가봤어요.
매일 생선종류가 밖는듯하지만
바싹익힌 생선 좋나하시는 분들은 별로 안맞아요",백반,"점심식사,서민적인"
70,먼지님,4.5,532,47,4점,2,1,2,"두쫀쿠 궁금해서 샀어요
넘비싸긴합니다
아들이 맛나다고 하네요",두쫀쿠,"간식,조용한"
71,단미,4.2,583,14,5점,2,2,2,사람들도 엄청 많고 곱창이 진짜 맛있어요ㅜㅠ 사진볼때마다 가고싶고 앞으로 자주 갈 곱창집입니다,모듬구이,"저녁식사,술모임,캐주얼한"
71,coon,5.0,1,0,5점,2,1,2,"신대방에서 먹었는데 정말 사장님들이 젊으셔서 그런지 맛도 젊은? 무튼 맛나요!
이번엔 회사 근처에 봉천점이 생겼대서 갔는데 처음 먹은 인생곱창에 반하고 이번에 또 반하고 갑니당! 특히 대창이..진리
섭스로 주신 묵사발 감사합니다🖐🏻",대창 곱창,"저녁식사,식사모임,술모임,회식,가족외식,숨은맛집,서민적인,깔끔한,지역주민이 찾는"
71,봉돌,5.0,1,0,5점,2,1,2,"기름 자글자글한 곱창만 먹었었는데
여긴 진짜 음식 깔끔하고 곱창집이라기엔
깨끗하고 친절함. 프렌차이즈느낌인데
그건아니라고하네요
웨이팅이 많은게 좀 아쉽지만
곱창맛집 찾는 사람이면 방문해봐야할 곳이네요","곱창2인분,볶음밥","저녁식사,술모임,가성비좋은,푸짐한,깔끔한,지역주민이 찾는"
71,tiffany,5.0,2,0,5점,2,2,2,"저는 야들야들하게 연육한 곱창은 제 내장도 같이 녹는 느낌이라 싫어요 
여기곱창은 신선 쫄깃쫄깃 그자체에요!젊은 사장님들이 하셔서 그런지 모든게 신선하고 너무 맛있어요!
서울 회사 근처보다 양도 많고 더 저렴해요!
비싸다고하신분은 냉동곱창이나 돼지곱창이랑 비교하신게 아닐까 싶네요~
오픈하고 쭉 단골이에요 아...곱맥 땡기네요
여기는 두번가세요~ 아니 세번가세요~","곱창,모듬,묵사발,볶음밥","저녁식사,식사모임,술모임,회식,기념일,가족외식,숨은맛집,푸짐한,시끌벅적한,엄청맛있는"
71,"다코미식가
요롱이",4.3,738,127,4점,1,1,2,"회식장소 또는 근처에 들르면 적합합니다
냄새없고 친절하고 맛있어요",모듬구이,"저녁식사,식사모임,술모임"
71,Mishall,2.3,7,0,3점,1,0,2,"곱창맛은 여느 집과 다를 것 없음. 서비스 좋고, 빠름. 단 양에 비해 가격이 좀 비싸고, 너무 시끄러워서 말이 안들림. 찾아가서 먹을 정도는 아님.",모듬곱창,"술모임,시끌벅적한,지역주민이 찾는"
72,먼지님,4.5,532,47,5점,2,2,2,"성대시장에 있는 반찬가게입니다
다 맛나고 친절하시고 양도 많이 주시고 저렴해요",깟잎,"저녁식사,포장,시끌벅적한,주차불가"
73,먼지님,4.5,532,47,3점,0,1,2,"동생들하고 저녁먹었어요 수제비에 한잔했는데…
맛이 별로였어요 ㅠㅠ",오리지널수제비,"저녁식사,시끌벅적한,주차불가"
73,ohmiy7,5.0,1,0,5점,2,2,2,"국물이 아주 끝내주는 멸치육수 맛이었어요
가성비 끝판왕 이네요  또 갈꺼에요 
안먹어본사람은 있어도  한번먹은 사람은 없을 곳이네요~",오리지널수제비,"점심식사,숨은맛집,서민적인,가성비좋은,지역주민이찾는,주차불가"
73,쩝쩝이,4.4,244,2,4점,1,2,2,"손수제비라 그런지 수제비가 되게 부드럽고 식감이 좋다!
다만 멸치를 너무 우렸는지 육수에서 멸치 비린맛이 느껴진다 
김가루 넣으면 괜찮음
보리밥도 무료라 보리밥+수제비한끼 먹기 굿",오리지널수제비,"점심식사,저녁식사,혼밥,서민적인,조용한,깔끔한,지역주민이찾는"
73,호호잇잇,4.2,387,8,4점,2,2,2,여름이라 오후 4신가 5시 이후에 연다. 맛있음. 가격은 예전보다 올랐음. 친절하심.,매운?칼칼수제비,"점심식사,혼밥,서민적인,캐주얼한,가성비좋은,지역주민이 찾는"
73,ㅃㅃㅃ,4.6,873,9,4점,2,2,2,맛있음.. 포장도 됨.. 근데 가끔 안열때도 있음..  수제비 뜯는거 신기함..,수제비,"혼밥,서민적인"
74,냐밍,4.3,355,69,4점,2,1,1,위치는 엄청 좋다고는 할 수 없지만 그래도 식당 자체는 깔끔하고 자리도 어느 정도 있었습니다. 돈까스를 좋아하는 편이라 추천 받아서 간 곳인데 추천해주신 이유를 알 것 같았습니다. 돈까스가 튀김옷이 두껍지는 않은데 바삭바삭하고 하나하나의 길이도 좀 긴 편이어서 먹기에 좋았습니다. 다양하게 와사비랑 소금 조합으로도 즐길 수 있고 돈까스 소스 찍어먹어서 즐길수도 있고 선택지가 많은데 저는 돈까스 소스 맛있게 찍어먹었어요 ㅎㅎ 사람들이 끊임없이 찾아서 오는 느낌이었고 배달도 되는듯해서 그런 점이 좋아보였습니다. 돈까스 좋아하시는 분들에게 추천합니다.,특 모둠 카츠,"점심식사,저녁식사,캐주얼한,조용한,이국적/이색적"
74,식사는귀인과함께,5.0,19,2,5점,2,2,2,"다양한 메뉴의 매력을 한껏 느낄 수 있는 카츠디나인 신대방삼거리 본점! 🍜🍽️ 인스타그램과 페이스북에서 ‘핫플’로 소문난 만큼, 돈까스는 ‘바삭! 쫄깃!’한 식감과 함께 김치카츠나베우동, 카레돈까스 등 사이드 메뉴들이 감동적입니다 🤩💥. 400시간 진공 빙온숙성 한돈과 도드람포크의 예술적 맛 덕분에 신대방돈까스, 보라매병원돈까스, 줄서는맛집 키워드를 완벽하게 만족시켜요! 👍🎊😊🚀","안심 돈카츠(히레),특 모둠 카츠","점심식사,저녁식사,고급스러운,무료주차"
74,lionet24,5.0,5,0,5점,2,2,2,"이 집 돈까스 한 번 먹으면 다른 데 못 간다 🍽️✨
히레카츠는 바삭하면서도 촉촉했고, 로스카츠는 씹을 때마다 풍미가 살아났다. 김치카츠나베 국물이 진하고 얼큰해서 튀김과 함께 먹으면 감칠맛이 배가 💯 모둠카츠는 여러 부위를 골고루 즐길 수 있어서 가성비 최고였다.
모밀소바도 깔끔한 국물 덕분에 느끼함 없이 마무리할 수 있었다. 신대방삼거리맛집, 보라매공원맛집으로 강력 추천! 🚀🔥",안심 돈카츠(히레),"아이동반,점심식사,저녁식사,식사모임,차모임,혼밥,접대,데이트,기념일,가족외식,숨은맛집,서민적인,캐주얼한,고급스러운,격식있는,가성비좋은,조용한,푸짐한,시끌벅적한,예쁜,깔끔한,이국적/이색적,경관/야경이좋은,지역주민이찾는,무료주차"
74,onttm,4.2,40,1,5점,2,2,2,"신대방삼거리에서 이렇게 퀄리티 좋은 돈카츠집 찾기 힘들었는데, 드디어 발견! 고기도 두툼하고, 튀김옷이 가벼워서 바삭함이 오래가요. 밥이랑 장국까지 리필 가능해서 푸짐하게 먹을 수 있어서 더 좋았어요.","안심 돈카츠(히레),특 모둠 카츠","데이트,숨은맛집,격식있는,푸짐한,경관/야경이좋은,무료주차"
74,내꿈은,5.0,11,1,5점,2,2,2,"튀김, 국물, 면까지 완벽한 곳 🍜✨
히레카츠는 부드러우면서 튀김이 바삭하고, 로스카츠는 씹을수록 깊은 맛이 났다. 김치카츠나베 국물은 얼큰하면서 감칠맛이 도는 게 최고였고, 모둠카츠는 여러 부위를 한 번에 맛볼 수 있어서 선택장애 해결!
모밀소바까지 곁들이니 튀김의 바삭함과 시원한 국물이 완벽한 밸런스를 이루었다. 보라매병원돈까스, 신대방삼거리맛집으로 강추! 🚀🔥ㅔ","안심 돈카츠(히레),김치 카츠 나베,등심 돈카츠(로스)","점심식사,저녁식사,식사모임,혼밥,데이트,기념일,숨은맛집,캐주얼한,고급스러운,푸짐한,무료주차"
74,브레드kim,5.0,31,1,5점,2,2,2,"한 끼 제대로 먹고 싶다면 여기! 🍽️✨
히레카츠와 로스카츠의 차이를 확실하게 느낄 수 있었고, 모둠카츠로 다양한 부위를 한 번에 즐길 수 있어 좋았다. 김치카츠나베 국물이 진하고 깊어서 튀김과의 조화가 최고였고, 모밀소바는 튀김의 바삭함을 살려줘서 돈까스와 찰떡궁합이었다.
깔끔한 매장과 친절한 직원들 덕분에 더욱 만족스러운 식사였다. 신대방삼거리돈까스, 보라매공원맛집으로 강력 추천! 🚀🔥","안심 돈카츠(히레),김치 카츠 나베","배달,아이동반,식사모임,저녁식사,점심식사,혼밥,접대,회식,기념일,가족외식,숨은맛집,서민적인,캐주얼한,지역주민이찾는,푸짐한,가성비좋은,예쁜"
74,가즈아안,5.0,12,1,5점,2,2,2,"치즈돈까스가 이렇게 맛있을 수 있다고?! 😍🧀
SNS에서 핫하길래 방문했는데, 치즈가 ‘쭈~욱’ 늘어나면서 고소한 풍미가 최고였어요! 🤤💥
특히 히레카츠의 바삭함과 치즈의 부드러움이 완벽한 조합! 김치카츠나베우동도 같이 먹었는데, 국물까지 완벽! 🍜🔥
신대방돈까스, 보라매공원맛집, 가성비 좋은 줄서는맛집 인정합니다! 🚀✨","안심 돈카츠(히레),특 모둠 카츠,치킨카츠(토리카츠),모둠 돈카츠","점심식사,저녁식사,혼밥,데이트,기념일,숨은맛집,고급스러운,푸짐한,깔끔한,무료주차"
74,가리는거많은도비,4.3,29,0,4.5점,2,1,1,"음식 맛있구요. 언제 어느 시간에 방문하든 사람이 많은 곳이에요. 사람은 많지만 서비스, 음식 퀄리티는 일정해서 좋아합니다. 특히 히레카츠가 부드러워서 너무 맛있어요 
+ 주차는 불편하니(2자리 내지 3자리 외에 주차불가) 도보 방문 추천드립니다.","안심 돈카츠(히레),김치 카츠 나베,치즈롤 돈카츠","아이동반,배달,점심식사,저녁식사,식사모임,혼밥,데이트,가족외식,캐주얼한,깔끔한,지역주민이찾는,무료주차,주차불가"
74,뭉뭉신,5.0,4,0,5점,2,2,2,"평일 낮에도 웨이팅이 있을 정도로 인기🔥 있는 곳이었다. 대기 공간이 따로 마련되어 있어 기다리는 동안 불편함이 없었고, 테이블 회전율도 빨랐다.
김치카츠나베는 깊고 진한 국물 덕분에 튀김과의 조합이 좋았고, 모밀소바는 가벼운 식사를 원할 때 곁들이기 적절한 메뉴였다. 전반적으로 음식의 완성도가 높았고, 매장도 깔끔해 신뢰가 갔다. 신대방삼거리에서 웨이팅을 감수할 만큼 가치 있는 곳이다.","안심 돈카츠(히레),모둠 돈카츠,김치 카츠 나베,순메밀 자루소바","아이동반,점심식사,저녁식사,혼밥,데이트,기념일,가족외식,캐주얼한,가성비좋은,조용한,푸짐한,깔끔한,지역주민이찾는,숨은맛집,무료주차,개별룸,혼밥 존"
74,몽키스패너,5.0,10,2,5점,2,2,2,"다양한 메뉴로 유명한 카츠디나인 신대방삼거리 본점을 방문했습니다! 🍽️🍜
인스타그램과 페이스북에서 핫플로 소문난 만큼, 돈까스의 ‘바삭! 쫄깃!’한 식감과 함께 김치카츠나베우동, 카츠산도 등 메뉴 하나하나가 감동적이에요! 🤩💥
포장맛집으로도 인정받은 이곳은 깔끔한 청결도와 위생 상태에 마음이 놓입니다! 😌🚻
신대방돈까스, 보라매병원돈까스, 가성비 맛집으로 강력 추천! 👍🎉😄💫😊","안심 돈카츠(히레),비프 카레 돈카츠,등심 돈카츠(로스)","점심식사,혼밥,데이트,가족외식,캐주얼한,가성비좋은,푸짐한,무료주차"
74,비날,5.0,8,0,5점,2,2,2,"치즈가 핵심! 치즈돈까스 맛집 카츠디나인 신대방삼거리 본점! 🍽️🧀
돈까스 한 입 먹자마자 ‘바삭!’ 소리와 함께 치즈가 ‘쭈~욱’ 늘어나면서 풍미 폭발! 🤤💥
김치카츠나베우동, 자루소바, 카레돈까스까지 다양하게 즐길 수 있어서 메뉴 선택도 즐거웠어요! 🎉🔥
신대방삼거리맛집, 가성비 갑, 줄서는맛집으로 강력 추천합니다! 🚀💯","모둠 돈카츠,안심 돈카츠(히레),김치 카츠 나베","점심식사,저녁식사,가족외식,회식,데이트,고급스러운,숨은맛집,가성비좋은,조용한,무료주차"
74,우리의나날,4.5,420,2,5점,2,1,2,기대안했는데 대박 맛있는 카츠 맛집. 저는 로스카츠보다 히레카츠가 더 맛있었네요. 신대방삼거리 돈카츠맛집 인정이요~!,"프리미엄 특로스 카츠,안심 돈카츠(히레)","저녁식사,캐주얼한"
74,이시국먹방러,3.6,272,3,3점,1,1,2,"매장앞 2자리 주차가능, 캐치테이블 웨이팅 가능합니다. 좌석간 간격 넓고 1인석부터 6인석까지 있습니다. 안심까스는 부드러우나 잡내가 살짝 났고, 등심까스는 지방부위에서도 잡내가 전혀 없었으나 조금 뻑뻑했습니다.","안심 돈카츠(히레),등심 돈카츠(로스)","혼밥,식사모임,저녁식사,점심식사,지역주민이찾는,캐주얼한,깔끔한,무료주차"
74,두부엄마,4.3,70,4,5점,2,2,2,"재방문의사 100동네 숨은 맛집인데 유명세타서 웨이팅있음(주말기준 30분 이상인듯)안심카츠는 정돈 등 타 돈까스보다 맛나고 무엇보다 소금, 트러플오일, 돈까스소스 등등 한가지 돈까스를 다른 맛으로 느낄 수 있는 옵션이 훌륭다른 카레나 김치나베돈까스도 맛남 추천~!","모둠 돈카츠,안심 돈카츠","아이동반,점심식사,저녁식사,식사모임,혼밥,숨은맛집,서민적인,캐주얼한"
74,오이싫어오이,4.8,324,5,5점,2,2,2,"신대방 1대장 돈까스집 오랜만에 왔어요
진짜 개존맛이라 더이상 설명이 필요없음",모둠 돈카츠,"저녁식사,격식있는,예쁜,깔끔한,지역주민이찾는,무료주차"
74,생갈치1호의행방불명,3.6,262,3,4.5점,2,1,2,진짜 너무너문 마싯어요 ㅠㅠ 오픈런하면 대기ㅜ없이 먹을 수 있습니다 돈가스가 미쳣어요,모둠 돈카츠,"점심식사,저녁식사,식사모임,혼밥,숨은맛집,지역주민이찾는"
74,맛집e좋아,4.9,265,3,5점,2,2,2,"분위기 조용하면서 깔끔하고, 치즈롤 돈가스 진짜 맛있었어요👍",치즈롤 돈카츠,"점심식사,혼밥,데이트,조용한,깔끔한"
74,령쿠,4.9,8,0,5점,2,2,2,너무 맛있어요! 양도 많고! 특히나 매장이 넓고 쾌적해서 놀랐어요~~ 친절하신건 덤!!,"안심 돈카츠,돈카츠 카레","점심식사,숨은맛집,대기장소"
74,블룸39,4.9,7,1,5점,2,2,2,,"안심 돈카츠(히레),특 모둠 카츠,치즈롤 돈카츠","아이동반,점심식사,저녁식사,데이트,가족외식,숨은맛집,고급스러운,가성비좋은,조용한,깔끔한,지역주민이찾는,무료주차"
74,felicity,4.0,109,6,3점,1,1,1,"모둠 카츠와 카레를 주문해서 먹었습니다.
카레 정식은 비추천해요.  오랜만에 카레가 너무 먹고 싶어서 
주문했는데 카레도 같이 나온 카츠도 별로였네요
모둠 카츠에 있는 돈까스는 괜찮았어요","모둠 돈카츠,돈카츠 카레","데이트,저녁식사,캐주얼한"
74,"다코미식가
뿌우",3.8,529,64,5점,2,2,2,돈까스가 아주 바삭하고 맛있어요. 근래 먹어본 돈까스 중에 제일 맛있습니다. 종종 재방문할것 같아요.,"돈카츠,돈카츠카레","점심식사,저녁식사,데이트,숨은맛집,캐주얼한,깔끔한,지역주민이찾는"
74,건들면물어요,4.6,175,0,5점,2,1,2,신대방삼거리 깔끔한 돈까스 일식 맛집~ 맥주랑 같이 먹으면 아주 맛이뜸🤍,"안심 돈카츠(히레),쫄면","점심식사,식사모임,캐주얼한,격식있는,조용한,예쁜,깔끔한,무료주차"
74,카딩,5.0,14,1,5점,2,2,2,,모둠 돈카츠,"저녁식사,지역주민이찾는,가성비좋은,푸짐한"
75,서나라구,4.5,233,4,5점,2,2,2,"사장님 친절하셨고 사진찍을수 있도록 건내주는 조명에 감동 ㅎㅎ 음식 맛있었고
바 식으로 되있어서 단체로는 못갈듯해요","두부가지라구요,대가리비 조개 새우술찜 파스타추가","저녁식사,식사모임,혼술,데이트,기념일,가족외식,접대,고급스러운,격식있는,푸짐한,조용한,깔끔한,예쁜,지역주민이찾는,주차불가"
75,먼지님,4.5,532,47,5점,2,2,2,처음 가봤는데 사장님 친절하게 설명해셨어요 기분좋게 동생이랑 잘먹고 왔습니다,"두부가지라구요,해물 모든 짬뽕파스타","술모임,숨은맛집"
